LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,381,5/1/2016,4/30/2017,2016,1094,Renewed,ADMIRALS CUP,"ADMIRALS CUP, LLC",-76.593467,39.281756,Tavern,7 days,"Beer, Wine, & Liquor",1645 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,409,5/1/2016,4/30/2017,2016,1169,Renewed,MYTH AND MOONSHINE,"M & M SHINE, LLC",-76.584411,39.283136,Tavern,7 days,"Beer, Wine, & Liquor",2300-02 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,100,5/1/2017,4/30/2018,2017,303,Renewed,EL BUFALO,"O'DONNELL/CURLEY, LLC",-76.574588,39.280076,Tavern,7 days,"Beer, Wine, & Liquor",2921 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,80,5/1/2017,4/30/2018,2017,283,Renewed,JP'S,"JARP, INC.",-76.570702,39.285584,Tavern,7 days,"Beer, Wine, & Liquor",528 BOULDIN STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,274,5/1/2016,4/30/2017,2016,794,Renewed,GOOD TIMES LIQUOR & BAR LOUNGE,"GOOD TIMES, LLC",-76.642467,39.288321,Tavern,7 days,"Beer, Wine, & Liquor",1600 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,317,5/1/2016,4/30/2017,2016,901,Renewed,WEST MADISON CRAFT BEER AND WINE BAR,"WEST MADISON, LLC",-76.620536,39.298382,Tavern,7 days,"Beer, Wine, & Liquor",307-11 MADISON STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,330,5/1/2016,4/30/2017,2016,954,Renewed,WASHINGTON BAR & LIQUOR,"PNA, INC.",-76.652287,39.266782,Tavern,7 days,"Beer, Wine, & Liquor",2501-03 WASHINGTON BOULEVARD,21230,"Baltimore, MD 21230"
LBD7,BWL,1,5/1/2017,4/30/2018,2017,3,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,26,7/1/2016,6/30/2017,2016,1305,Renewed,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Adult,,,408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,267,5/1/2016,4/30/2017,2016,771,Renewed,LOONEY'S PUB,"MEFBMS, INC.",-76.575238,39.280357,Tavern,7 days,"Beer, Wine, & Liquor",2900-02 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,84,5/1/2017,4/30/2018,2017,287,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,321,5/1/2016,4/30/2017,2016,907,Renewed,JACK'S BISTRO,"BLAIR HOSPITALITY, LLC",-76.571671,39.27928,Tavern,7 days,"Beer, Wine, & Liquor",3123 ELLIOTT STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,81,5/1/2017,4/30/2018,2017,284,Renewed,DIMITRI'S TAVERN,N/A,-76.636007,39.334344,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,"Baltimore, MD 21211"
LBD7,BWL,396,4/21/2017,4/30/2017,2016,T1141,Transferred,JAY'S DELI,"JAY'S RESTAURANT GROUP, INC.",-76.616173,39.305041,Tavern,7 days,"Beer, Wine, & Liquor",1309-17 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,413,5/1/2016,4/30/2017,2016,1178,Renewed,EUPHORIA RESTAURANT AND NIGHTCLUB,"EUPHORIA RESTAURANT AND NIGHTCLUB, LLC",-76.554434,39.278779,Tavern,7 days,"Beer, Wine, & Liquor",1301 PONCA STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,91,5/1/2017,4/30/2018,2017,294,Renewed,SOCIAL PUB AND PIE,"SCS HOLDINGS, LLC",-76.613392,39.276937,Tavern,7 days,"Beer, Wine, & Liquor",25 CROSS STREET EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,84,5/1/2017,4/30/2018,2017,287,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,447,4/17/2017,4/30/2017,2016,T1280,Transferred,THE LIQUOR STORE-SOCIALIZE,"MANJIT, INC. THREE",-76.536505,39.349575,Tavern,7 days,"Beer, Wine, & Liquor",6130 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,41,5/1/2017,4/30/2018,2017,239,Renewed,BALTIMORE EAGLE,"4 CRAZY GUYS,LLC",-76.616667,39.313071,Tavern,7 days,"Beer, Wine, & Liquor",2022 CHARLES STREET NORTH,21218,"Baltimore, MD 21218"
AE,AE,9,7/1/2016,6/30/2017,2016,1284,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Adult,,,5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,174,5/1/2016,4/30/2017,2016,507,Renewed,ANNABEL LEE TAVERN,"KURT'S PLACE, LLC",-76.569888,39.285362,Tavern,7 days,"Beer, Wine, & Liquor",601 CLINTON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,227,5/1/2016,4/30/2017,2016,668,Renewed,COCKY LOU'S,"AZ PLUS, INC",-76.588516,39.312396,Tavern,7 days,"Beer, Wine, & Liquor",2101-03 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,255,5/1/2016,4/30/2017,2016,734,Renewed,PLAYBOOK,"WEIDOG, LLC",-76.534323,39.281096,Tavern,7 days,"Beer, Wine, & Liquor",6700 GERMAN HILL ROAD,21222,"Baltimore, MD 21222"
LBD7,BWL,355,5/1/2016,4/30/2017,2016,1001,Renewed,DESIRE,"DESIRE,LLC",-76.564992,39.296721,Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,406,5/1/2016,4/30/2017,2016,1163,Renewed,SON SON TAVERN & LIQUOR STORE,"SON-SON, INC.",-76.621171,39.293185,Tavern,7 days,"Beer, Wine, & Liquor",308 EUTAW STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,213,5/1/2016,4/30/2017,2016,631,Renewed,OK TAVERN,"SONG CHOE ENTERPRISES, INC",-76.584685,39.304653,Tavern,7 days,"Beer, Wine, & Liquor",2301 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,76,5/1/2017,4/30/2018,2017,279,Renewed,HAMILTON TAVERN,"HAMILTON PUB,LLC",-76.561071,39.352752,Tavern,7 days,"Beer, Wine, & Liquor",5517 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,357,5/1/2016,4/30/2017,2016,1003,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Tavern,7 days,"Beer, Wine, & Liquor",5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,74,5/1/2017,4/30/2018,2017,277,Renewed,BALTIMORE MARINE CENTER,"BALTIMORE MARINE CENTER, LLC",-76.577702,39.278985,Tavern,7 days,"Beer, Wine, & Liquor",2701 BOSTON STREET,21224,"Baltimore, MD 21224"
AE,AE,7,7/1/2016,6/30/2017,2016,1281,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Adult,,,411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,75,5/1/2017,4/30/2018,2017,278,Renewed,PAPARAZZI NIGHT CLUB,"EAGLE ENTERTAINMENT, LLC",-76.609524,39.292435,Tavern,7 days,"Beer, Wine, & Liquor",407 SARATOGA STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,167,5/1/2016,4/30/2017,2016,482,Renewed,RED DOOR LOUNGE,"SUMMERS & ASSOCIATES MANAGEMENT, LLC",-76.649307,39.299874,Tavern,7 days,"Beer, Wine, & Liquor",1000 PAYSON STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,199,5/1/2016,4/30/2017,2016,574,Renewed,YARDARM,N/A,-76.592313,39.282612,Tavern,7 days,"Beer, Wine, & Liquor",1718 LANCASTER STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,176,5/1/2016,4/30/2017,2016,509,Renewed,8 X 10 CLUB,"CONSENSUAL REALITY, LLC",-76.613842,39.276889,Tavern,7 days,"Beer, Wine, & Liquor",8-10 CROSS STREET EAST,21230,"Baltimore, MD 21230"
AE,AE,29,7/1/2016,6/30/2017,2016,1384,Renewed,CLUB BUNNS,"MOMBEE TLC, INC.",-76.624097,39.291376,Adult,,,606-08 LEXINGTON STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,287,5/1/2016,4/30/2017,2016,821,Renewed,CHUCK'S NEW JOHNSON'S LOUNGE,"MONT, INC.",-76.650431,39.29471,Tavern,7 days,"Beer, Wine, & Liquor",546 PULASKI STREET NORTH,21223,"Baltimore, MD 21223"
LBD7,BWL,391,5/1/2016,4/30/2017,2016,1126,Renewed,CLUB INTERNATIONAL,"CLUB INTERNATIONAL, LLC",-76.653738,39.287821,Tavern,7 days,"Beer, Wine, & Liquor",2301 BALTIMORE STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,303,5/1/2016,4/30/2017,2016,855,Renewed,CARDINAL TAVERN,"NBH ENTERPRISES, LLC",-76.569692,39.282331,Tavern,7 days,"Beer, Wine, & Liquor",901 CLINTON STREET SOUTH,21224,"Baltimore, MD 21224"
AE,AE,21,7/1/2016,6/30/2017,2016,1299,Renewed,RED ROOSTER,"RED ROOSTER, INC.",-76.539383,39.316041,Adult,,,6412-16 FRANKFORD AVENUE,21206,"Baltimore, MD 21206"
LBD7,BWL,191,5/1/2016,4/30/2017,2016,547,Renewed,QUARTERHOUSE TAVERN,"HVS HOSPITALITY, LLC",-76.573461,39.283178,Tavern,7 days,"Beer, Wine, & Liquor",801-03 DECKER AVENUE SOUTH,21224,"Baltimore, MD 21224"
AE,AE,10,7/1/2016,6/30/2017,2016,1285,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Adult,,,5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,277,5/1/2016,4/30/2017,2016,799,Renewed,BARFLY'S,"MJL INVESTMENTS, LLC",-76.60472,39.272839,Tavern,7 days,"Beer, Wine, & Liquor",620 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,269,5/1/2016,4/30/2017,2016,785,Renewed,MY WAY,"L & S PUB, INC.",-76.586591,39.222969,Tavern,7 days,"Beer, Wine, & Liquor",4800 CURTIS AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,344,4/27/2017,4/30/2017,2016,T0984,Transferred,STALKING HORSE,"26 E. CROSS, LLC",-76.613347,39.276942,Tavern,7 days,"Beer, Wine, & Liquor",26-30 CROSS STREET  EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,210,5/1/2016,4/30/2017,2016,619,Renewed,PAIK'S PLACE,N/A,-76.57518,39.231526,Tavern,7 days,"Beer, Wine, & Liquor",3563 FAIRFIELD ROAD,21226,"Baltimore, MD 21226"
LBD7,BWL,14,5/1/2017,4/30/2018,2017,210,Renewed,AL-HO CLUB,"J.V.W., INC.",-76.6502,39.28564,Tavern,7 days,"Beer, Wine, & Liquor",2105-07 FREDERICK AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,355,5/1/2016,4/30/2017,2016,1001,Renewed,DESIRE,"DESIRE,LLC",-76.564992,39.296721,Tavern,7 days,"Beer, Wine, & Liquor",3821-23 PULASKI HIGHWAY,21224,"Baltimore, MD 21224"
LBD7,BWL,198,5/1/2016,4/30/2017,2016,573,Renewed,K&D SPORTS BAR AND LOUNGE,"CONKLING HOLDINGS, INC.",-76.567384,39.290166,Tavern,7 days,"Beer, Wine, & Liquor",200 CONKLING STREET SOUTH,21224,"Baltimore, MD 21224"
AE,AE,2,7/1/2016,6/30/2017,2016,1274,Renewed,JEWEL BOX,"419 E. BALTIMORE ST., INC.",-76.609442,39.289772,Adult,,,419 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,4,5/1/2017,4/30/2018,2017,200,Renewed,STADIUM LOUNGE,"DOMINGO KIM ENTERPRISES, INC.",-76.609432,39.329552,Tavern,7 days,"Beer, Wine, & Liquor",3351-53 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
AE,AE,9,7/1/2016,6/30/2017,2016,1284,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Adult,,,5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,414,5/1/2016,4/30/2017,2016,1183,Renewed,RAY'S TAVERN,N/A,-76.532358,39.259819,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,"Baltimore, MD 21222"
LBD7,BWL,314,5/1/2016,4/30/2017,2016,884,Renewed,ROCKET TO VENUS,"THREE, FOUR, LLC",-76.62925,39.328541,Tavern,7 days,"Beer, Wine, & Liquor",3360 CHESTNUT AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,256,5/1/2016,4/30/2017,2016,735,Renewed,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",-76.560943,39.352903,Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,442,5/1/2016,4/30/2017,2016,1254,Renewed,MAYUREE THAI TAVERN,"P & T COMPANY, LLC",-76.583618,39.284962,Tavern,7 days,"Beer, Wine, & Liquor",2318 FLEET STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,82,5/1/2017,4/30/2018,2017,285,Renewed,GRIFFITH'S TAVERN,"GRIFFITH'S, INC.",-76.633936,39.33155,Tavern,7 days,"Beer, Wine, & Liquor",3631 HICKORY AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,239,4/26/2017,4/30/2017,2016,T0698,Transferred,MOUNT ROYAL TAVERN,"MOROTA, INC.",-76.620351,39.306885,Tavern,7 days,"Beer, Wine, & Liquor",1204 MT. ROYAL AVENUE WEST,21217,"Baltimore, MD 21217"
LBD7,BWL,72,5/1/2017,4/30/2018,2017,275,Renewed,MELBA'S PLACE,N/A,-76.609416,39.326928,Tavern,7 days,"Beer, Wine, & Liquor",3126 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,319,5/1/2016,4/30/2017,2016,905,Renewed,OXFORD TAVERN,"GLOF, INC.",-76.646208,39.309918,Tavern,7 days,"Beer, Wine, & Liquor",1741 NORTH AVENUE WEST,21217,"Baltimore, MD 21217"
LBD7,BWL,343,5/1/2016,4/30/2017,2016,983,Renewed,CHEZ JOEY,"CHEZ JOEY, LLC",-76.609565,39.289766,Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,219,5/1/2016,4/30/2017,2016,648,Renewed,SAJHOMA,"SAJHOMA, LLC",-76.592761,39.284577,Tavern,7 days,"Beer, Wine, & Liquor",1708 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,16,5/1/2017,4/30/2018,2017,212,Renewed,YORK CLUB TAVERN,"WOODBOURNE LOUNGE, INC.",-76.609899,39.355859,Tavern,7 days,"Beer, Wine, & Liquor",5407 YORK ROAD,21212,"Baltimore, MD 21212"
LBD7,BWL,24,5/1/2017,4/30/2018,2017,222,Renewed,ANGLE INN,"DORCO, INC.",-76.545322,39.281359,Tavern,7 days,"Beer, Wine, & Liquor",5801-13 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,439,5/1/2016,4/30/2017,2016,1245,Renewed,SANDMAN'S,"SEAN'S SANDMAN,INC.",-76.567917,39.283984,Tavern,7 days,"Beer, Wine, & Liquor",708 BAYLIS STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,449,5/1/2016,4/30/2017,2016,1292,Renewed,PEARL'S PLACE,"PEARL'S INVESTMENTS, INC.",-76.658105,39.286633,Tavern,7 days,"Beer, Wine, & Liquor",2578 HOLLINS STREET,21223,"Baltimore, MD 21223"
LBD7,BWL,90,5/1/2017,4/30/2018,2017,293,Renewed,BRISTOL LIQUORS,BDU NEPAL LLC,-76.593363,39.285447,Tavern,7 days,"Beer, Wine, & Liquor",501 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,200,5/1/2016,4/30/2017,2016,577,Renewed,CLUB HOUSE BAR & LIQUOR,"P.N.J., INC",-76.566678,39.312313,Tavern,7 days,"Beer, Wine, & Liquor",4217 ERDMAN AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,184,5/1/2016,4/30/2017,2016,530,Renewed,SUPER STAR INN,"SERDENES RESTAURANT, INC.",-76.54958,39.301294,Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,356,5/1/2016,4/30/2017,2016,1002,Renewed,BERGER'S TAVERN,"BERGER'S TAVERN, INC.",-76.548674,39.340133,Tavern,7 days,"Beer, Wine, & Liquor",5523 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,407,5/1/2016,4/30/2017,2016,1167,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,361,5/1/2016,4/30/2017,2016,1012,Renewed,CAMDEN PUB,"TEASER'S, INC.",-76.625164,39.286139,Tavern,7 days,"Beer, Wine, & Liquor",645-47 PRATT STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,245,5/1/2016,4/30/2017,2016,709,Renewed,EVERYDAY'S,"EVERYDAY'S, LLC",-76.594413,39.322826,Tavern,7 days,"Beer, Wine, & Liquor",1600 ABBOTSTON STREET,21218,"Baltimore, MD 21218"
LBD7,BWL,86,5/1/2017,4/30/2018,2017,289,Renewed,BMORE LOUNGE,"5616 BEL, INC.",-76.546891,39.341374,Tavern,7 days,"Beer, Wine, & Liquor",5616 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,56,5/1/2017,4/30/2018,2017,255,Renewed,PIGTOWN TAVERN,"737 CARROLL, LLC",-76.627116,39.282172,Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,58,5/1/2017,4/30/2018,2017,257,Renewed,PAIK'S PLACE,N/A,-76.57518,39.231526,Tavern,7 days,"Beer, Wine, & Liquor",3563 FAIRFIELD ROAD,21226,"Baltimore, MD 21226"
LBD7,BWL,239,4/26/2017,4/30/2017,2016,T0698,Transferred,MOUNT ROYAL TAVERN,"MOROTA, INC.",-76.620351,39.306885,Tavern,7 days,"Beer, Wine, & Liquor",1204 MT. ROYAL AVENUE WEST,21217,"Baltimore, MD 21217"
AE,AE,14,7/1/2016,6/30/2017,2016,1289,Renewed,SCORES BALTIMORE,"SCMD, LLC",-76.610414,39.297618,Adult,,,615 FALLSWAY,21202,"Baltimore, MD 21202"
LBD7,BWL,338,5/1/2016,4/30/2017,2016,972,Renewed,WYLIE LIQUORS,"J & T LIQUORS, INC.",-76.666308,39.341561,Tavern,7 days,"Beer, Wine, & Liquor",3101-03 WYLIE AVENUE,21215,"Baltimore, MD 21215"
LBD7,BWL,276,5/1/2016,4/30/2017,2016,798,Renewed,MARTINI'S BAR,"BROTHERS PLACE, INC.",-76.64652,39.285127,Tavern,7 days,"Beer, Wine, & Liquor",1846-50 PRATT STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,447,4/17/2017,4/30/2017,2016,T1280,Transferred,THE LIQUOR STORE-SOCIALIZE,"MANJIT, INC. THREE",-76.536505,39.349575,Tavern,7 days,"Beer, Wine, & Liquor",6130 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,260,5/1/2016,4/30/2017,2016,751,Renewed,BOATHOUSE CANTON,"CANTON WATERFRONT RESTAURANT, LLC",-76.575794,39.278268,Tavern,7 days,"Beer, Wine, & Liquor",2809 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,95,5/1/2017,4/30/2018,2017,298,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,407,5/1/2016,4/30/2017,2016,1167,Renewed,CLADDAGH PUB,"DVML, INC.",-76.574803,39.280374,Tavern,7 days,"Beer, Wine, & Liquor",2918 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,292,5/1/2016,4/30/2017,2016,831,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,11,5/1/2017,4/30/2018,2017,207,Renewed,MAISY'S,"MH4, LLC",-76.615376,39.292784,Tavern,7 days,"Beer, Wine, & Liquor",313 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,381,5/1/2016,4/30/2017,2016,1094,Renewed,ADMIRALS CUP,"ADMIRALS CUP, LLC",-76.593467,39.281756,Tavern,7 days,"Beer, Wine, & Liquor",1645 THAMES STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,372,5/1/2016,4/30/2017,2016,1037,Renewed,WOODEN NICKEL LOUNGE,"WOODEN NICKEL LOUNGE, INC.",-76.605496,39.314803,Tavern,7 days,"Beer, Wine, & Liquor",2213-15 KIRK AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,290,5/1/2016,4/30/2017,2016,827,Renewed,HOME SLYCE,1741 CORP,-76.611713,39.269684,Tavern,7 days,"Beer, Wine, & Liquor",1739-41 LIGHT STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,27,5/1/2017,4/30/2018,2017,225,Renewed,MISS BALL'S STARLITE LOUNGE,N/A,-76.659527,39.288312,Tavern,7 days,"Beer, Wine, & Liquor",2701 FAIRMOUNT AVENUE WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,280,5/1/2016,4/30/2017,2016,805,Renewed,BIG JOE'S LOVE NEST,"KJBC, INC.",-76.664569,39.294422,Tavern,7 days,"Beer, Wine, & Liquor",2830 EDMONDSON AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,101,5/1/2017,4/30/2018,2017,304,Renewed,BUTTS & BETTY'S TAVERN,"BUTTS & BETTY'S TAVERN, INC.",-76.58583,39.287949,Tavern,7 days,"Beer, Wine, & Liquor",2200 GOUGH STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,85,5/1/2017,4/30/2018,2017,288,Renewed,JERRY'S BAR,"CATHEDRAL ROCK, INC.",-76.664924,39.294515,Tavern,7 days,"Beer, Wine, & Liquor",604-06 POPLAR GROVE STREET,21216,"Baltimore, MD 21216"
LBD7,BWL,81,5/1/2017,4/30/2018,2017,284,Renewed,DIMITRI'S TAVERN,N/A,-76.636007,39.334344,Tavern,7 days,"Beer, Wine, & Liquor",3820 FALLS ROAD,21211,"Baltimore, MD 21211"
LBD7,BWL,204,5/1/2016,4/30/2017,2016,595,Renewed,PARK BENCH,1747 BELT CORPORATION,-76.605655,39.269885,Tavern,7 days,"Beer, Wine, & Liquor",1747-49 BELT STREET,21230,"Baltimore, MD 21230"
AE,AE,18,7/1/2016,6/30/2017,2016,1296,Renewed,CLUB ELDORADO,"ELDORADO LOUNGE, INC.",-76.562494,39.291569,Adult,,,4100-02 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,27,5/1/2017,4/30/2018,2017,225,Renewed,MISS BALL'S STARLITE LOUNGE,N/A,-76.659527,39.288312,Tavern,7 days,"Beer, Wine, & Liquor",2701 FAIRMOUNT AVENUE WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,445,5/1/2016,4/30/2017,2016,1266,Renewed,SPIRITS WEST,"SPIRITS WEST, INC.",-76.656056,39.278827,Tavern,7 days,"Beer, Wine, & Liquor",2601 WILKENS AVENUE,21223,"Baltimore, MD 21223"
AE,AE,19,7/1/2016,6/30/2017,2016,1297,Renewed,RED ROOM,"411 EAST, LLC",-76.609703,39.289758,Adult,,,411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,192,5/1/2016,4/30/2017,2016,548,Renewed,MYSTIC TAVERN,"MYSTIC T & M, INC.",-76.665677,39.279894,Tavern,7 days,"Beer, Wine, & Liquor",2949 FREDERICK AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,285,5/1/2016,4/30/2017,2016,817,Renewed,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",-76.576014,39.280016,Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,231,2/22/2017,4/30/2017,2016,T0676,Transferred,JOE'S PLACE,"6200 REIST,INC.",-76.69899,39.353794,Tavern,7 days,"Beer, Wine, & Liquor",6200 REISTERSTOWN ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,95,5/1/2017,4/30/2018,2017,298,Renewed,FOUR G'S  LIQUOR & LOUNGE,"NEW FOUR G'S ENTERPRISES, INC.",-76.695949,39.331451,Tavern,7 days,"Beer, Wine, & Liquor",4701-03 LIBERTY HEIGHTS AVENUE,21207,"Baltimore, MD 21207"
LBD7,BWL,200,5/1/2016,4/30/2017,2016,577,Renewed,CLUB HOUSE BAR & LIQUOR,"P.N.J., INC",-76.566678,39.312313,Tavern,7 days,"Beer, Wine, & Liquor",4217 ERDMAN AVENUE,21213,"Baltimore, MD 21213"
LBD7,BWL,9,5/1/2017,4/30/2018,2017,205,Renewed,WINSTON LOUNGE,N/A,-76.58387,39.298787,Tavern,7 days,"Beer, Wine, & Liquor",2343 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,271,5/1/2016,4/30/2017,2016,788,Renewed,BO BROOKS RESTAURANT & CATERING,"BOSTON STREET SEAFOOD, LLC",-76.576515,39.278543,Tavern,7 days,"Beer, Wine, & Liquor",2780 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,256,5/1/2016,4/30/2017,2016,735,Renewed,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",-76.560943,39.352903,Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,168,5/1/2016,4/30/2017,2016,486,Renewed,PARADISE INN,N/A,-76.567694,39.292558,Tavern,7 days,"Beer, Wine, & Liquor",3527-29 BALTIMORE STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,322,5/1/2016,4/30/2017,2016,908,Renewed,ROBBIE'S NEST,LIQUOR STORE OF MARYLAND LLC.,-76.586091,39.312499,Tavern,7 days,"Beer, Wine, & Liquor",2250 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
